id,fecha,ciudadano_nombre,ciudadano_dni,ciudadano_email,ciudadano_telefono,localidad,tipo_solicitud,departamento_destino,texto_solicitud,prioridad,estado,canal_ingreso
ac434b7e-98c3-4d4d-ac14-9e48606f5ac6,2025-04-13,Sr(a). Emma Gimenez,63293748,maria-guadalupe60@example.org,+54 15 2491 1201,San Salvador de Jujuy,Queja,Ministerio de Desarrollo Social,El centro comunitario de Río Gallegos está cerrado sin aviso.,Alta,Resuelta,Email
1120aeb0-7b3a-4e8c-8d8d-8cbb63d23a22,2025-07-21,Ignacio Gonzalez Rojas,95043607,tiziano-benjamin68@example.net,+54 15 2884 3132,Paraná,Sugerencia,ARBA,Deberían crear una app móvil para consultas rápidas.,Media,Resuelta,Web
5df47354-42c5-4401-85d8-a27ea01971ef,2025-06-07,Mia Rojas Sosa,43640420,xhernandez@example.org,+54 9 3513 2129,Formosa,Consulta,Ministerio de Educación,¿Cómo inscribo a mi hijo en el jardín de infantes de Santa Fe?,Alta,Resuelta,Web
03834cc1-0f3f-4422-a685-b092a7bc9070,2024-12-26,Benjamin Godoy Quiroga,47370273,cmartinez@example.net,+54 9 3615 9409,Formosa,Consulta,Ministerio de Salud,¿Qué documentación necesito para acceder a medicación gratuita?,Media,En proceso,Email
52339c88-0c44-4b0c-b061-11ea1457d793,2025-04-11,Joaquin Farias,38961201,cfigueroa@example.net,+54 9 3135 8858,Santiago del Estero,Consulta,Ministerio de Producción,¿Cómo accedo a créditos para pymes?,Baja,En proceso,Web
3af5e9ae-7ddc-43d2-8963-5c6311c3acbe,2025-07-12,Juan Ignacio Thiago Daniel Suarez Arias,95748207,matiasaguirre@example.org,+54 15 2205 3236,Córdoba,Queja,Ministerio de Ambiente,Hay un basural clandestino en Barrio Gonzalez que nadie controla.,Media,Resuelta,Presencial
6ba85038-9a2c-4f6f-9d81-cdbfc00cacc5,2025-07-17,Tiziano Benjamin Rios Fernandez,58066510,dmoreno@example.net,+54 9 3620 1227,Bahía Blanca,Trámite,Ministerio de Seguridad,Solicito constancia de domicilio para trámites bancarios.,Alta,En proceso,Web
7aa04a9e-7e34-4729-a817-b1abe6501ee9,2025-07-30,Jazmín Bianca Guzman Lopez,43041024,tomas37@example.com,+54 9 3569 2716,Paraná,Consulta,Ministerio de Producción,¿Qué requisitos necesito para habilitar un comercio?,Media,Resuelta,Email
35d22d39-4ab6-4c57-86d4-0805d91a15ad,2025-03-06,Juan Cruz Emma Rodriguez Pereyra,25077274,milenaflores@example.net,+54 9 3195 8864,Formosa,Consulta,Ministerio de Salud,¿Cuáles son los horarios de atención del centro de salud de Salta?,Alta,Resuelta,Teléfono
1a169adc-c3e4-4b07-b635-f7e99454b65d,2025-07-12,Sr(a). Martina Caceres,17881657,justinagutierrez@example.org,+54 15 2855 5666,Rawson,Trámite,Ministerio de Producción,Solicito subsidio para compra de maquinaria agrícola.,Alta,En proceso,Teléfono
8a970795-2c1c-49b9-ba0c-28831e95fadd,2025-05-17,Dr(a). Santino Romero,48845666,luisanamunoz@example.com,+54 15 2970 8873,Río Gallegos,Sugerencia,Ministerio de Obras Públicas,Sería útil crear más ciclovías en Paraná.,Baja,En proceso,Presencial
9958fd33-0a6f-4627-b336-a5e25985eb94,2024-08-08,Emilia Correa,54730193,zfernandez@example.org,+54 15 2197 4920,Santa Fe,Consulta,Ministerio de Seguridad,¿Cómo puedo denunciar un robo online?,Media,En proceso,Web
56e47576-9a34-480d-8060-da7af31a29c9,2025-03-09,Paulina Acosta Diaz,18382231,felipe79@example.org,+54 15 2534 2985,Formosa,Consulta,Ministerio de Seguridad,¿Qué documentos necesito para tramitar el DNI?,Baja,En proceso,Web
cac5775a-6d55-47e6-b92d-16dc04233467,2025-05-27,Dr(a). Francisco Perez,55154591,martinacruz@example.net,+54 15 2960 7193,Comodoro Rivadavia,Sugerencia,Ministerio de Salud,Sería útil implementar turnos online para el centro de salud de Chilecito.,Media,En proceso,Email
0a54c870-d166-4163-82f6-848c089bd194,2025-02-07,Dr(a). Lisandro Gutierrez,60003634,matiasflores@example.net,+54 9 3745 9631,Mendoza,Trámite,Ministerio de Producción,Solicito habilitación comercial para mi negocio.,Baja,En proceso,Email
76bd76ed-bd7c-449b-ba7c-4241360377ec,2025-06-10,Juan Manuel Rodriguez,91109148,ciro-benjamin09@example.net,+54 9 3592 8239,Posadas,Sugerencia,Ministerio de Obras Públicas,Sugiero mejorar el drenaje pluvial en Barrio Vera.,Baja,En proceso,Email
55ec688d-5b17-45f0-902a-0da40f14253a,2024-11-09,Alma Suarez,80194622,victoriabravo@example.net,+54 9 3308 6597,San Salvador de Jujuy,Consulta,Ministerio de Obras Públicas,¿Qué empresa se encarga del mantenimiento de semáforos?,Baja,Pendiente,Web
878690dc-977e-4ed1-97ee-48522a9edd71,2025-06-16,Catalina Rodriguez,85719852,dcastro@example.net,+54 15 2599 0851,Rawson,Queja,Ministerio de Producción,No aprueban mi proyecto productivo hace 9 meses sin explicación.,Baja,Resuelta,Presencial
4ebe9f39-fb7e-4a42-8ed3-a76a8ca6bbd4,2025-07-06,Dr(a). Camilo Correa,46896592,bastianlopez@example.net,+54 9 3327 3275,Rosario,Trámite,Ministerio de Salud,Quiero inscribirme en el programa de medicación gratuita.,Baja,Pendiente,Email
96ce420b-b707-418c-97cf-09778fa9bb90,2025-07-22,Benjamin Benjamin Arias,94721750,romeroagustin@example.net,+54 9 3386 7130,Mendoza,Sugerencia,Ministerio de Salud,Sugiero más campañas de prevención en adicciones.,Media,En proceso,Presencial
16c69e90-c4d3-4f43-a748-a14255d9eae3,2024-10-04,Isabel Juana Vega Soria,98245751,victoria14@example.net,+54 15 2682 8177,Santa Fe,Trámite,Ministerio de Obras Públicas,Necesito autorización para conexión de agua en mi propiedad.,Alta,Pendiente,Teléfono
e3ae6972-21af-4cb5-bb1c-52f60cb4f1ef,2024-10-31,Luz Milagros Augusto Barrios,51659304,zescobar@example.org,+54 9 3476 1246,Santa Rosa,Queja,Ministerio de Educación,Faltan docentes en la escuela Escuela N° 385. Los chicos pierden clases constantemente.,Media,Resuelta,Email
4a6a5775-466e-4d17-b557-e9defb0da855,2024-09-22,Victoria Vega Rios,83245492,ferreyrafelipe@example.net,+54 9 3923 5619,Corrientes,Queja,ARBA,Las oficinas de ARBA de Río Gallegos siempre tienen largas colas.,Baja,En proceso,Presencial
a435ef20-afc6-438f-afc9-947cef803bf7,2024-12-02,Agustin Sanchez,25921985,alma38@example.org,+54 15 2630 5978,Rawson,Sugerencia,Ministerio de Producción,Propongo crear un polo industrial en Merlo.,Baja,Pendiente,Email
eb05154a-ab1b-4bd3-93ce-eeb6293a2c5b,2025-03-11,Morena Jazmin Mateo Agustin Gomez,51958252,julieta87@example.com,+54 9 3534 5082,Chilecito,Trámite,Ministerio de Obras Públicas,Solicito reparación del pavimento frente a mi casa.,Media,En proceso,Presencial
c8342809-8827-43c5-b023-69771819b7bc,2024-10-14,Santino Fernandez,65189680,valentinquiroga@example.com,+54 9 3883 9292,Formosa,Consulta,Ministerio de Seguridad,¿Dónde puedo consultar el estado de mi denuncia?,Baja,Resuelta,Presencial
e65ea892-7379-40d8-be28-11f535061eff,2024-10-19,Valentino Benjamin Alejandro Ramirez Lopez,27650643,gutierrezmia@example.com,+54 15 2785 6242,Salta,Trámite,Ministerio de Ambiente,Solicito evaluación de impacto ambiental para mi proyecto.,Baja,Pendiente,Presencial
ddfc19ae-0d3e-4488-91df-48d255eca128,2024-12-02,Sr(a). Felicitas Rodriguez,95189912,eleiva@example.net,+54 9 3997 5292,Córdoba,Trámite,Registro de Personas,Quiero inscribir el nacimiento de mi hijo.,Media,En proceso,Email
b1b70ec3-1809-40c0-96c1-f4dfb340439b,2024-11-04,Olivia Thiago Benjamin Flores Pereyra,32764881,victoriafernandez@example.org,+54 15 2746 8970,San Miguel de Tucumán,Consulta,Ministerio de Obras Públicas,¿Cuándo van a repavimentar la calle Avenida Corrientes de Paraná?,Baja,Pendiente,Email
e43cf3d7-3a43-4569-88ed-92129089bdcf,2025-08-03,Ambar Romero,18880605,trodriguez@example.net,+54 9 3263 8932,San Salvador de Jujuy,Sugerencia,Ministerio de Educación,Sugiero crear un programa de tutorías para estudiantes con dificultades.,Baja,En proceso,Email
3e98e30d-07eb-48ad-9d9a-27cec3b5de36,2025-07-14,Valentina Tomas Gomez,21526706,tiziana50@example.net,+54 15 2291 0897,Paraná,Sugerencia,Ministerio de Ambiente,Sería útil crear más espacios verdes en San Miguel de Tucumán.,Alta,Pendiente,Web
e10619f0-bb73-450e-95b1-1db5efd95ec7,2025-03-18,Pilar Valentino Gonzalez Nuñez,50014291,juliachavez@example.com,+54 9 3669 5827,Resistencia,Sugerencia,Ministerio de Ambiente,Deberían instalar más puntos de reciclaje en la ciudad.,Baja,Resuelta,Web
c35ffd92-6f5a-4cfa-b402-a32c6643fe64,2025-03-06,Helena Martinez Ortiz,78622212,diazfrancesca@example.com,+54 9 3514 3361,Corrientes,Trámite,Ministerio de Seguridad,Solicito certificado de antecedentes penales.,Alta,En proceso,Web
0b74dde0-e547-45a7-8657-507f8402c624,2025-06-19,Abril Uma Gutierrez,37013540,gonzalogonzalez@example.com,+54 15 2248 0162,Corrientes,Sugerencia,Ministerio de Obras Públicas,Propongo instalar reductores de velocidad en plaza principal.,Alta,Resuelta,Teléfono
e3559586-f0f0-4e7d-98bc-7689127c0abd,2024-12-01,Mia Morena Jeremias Ponce,24174228,juana22@example.net,+54 15 2381 8259,Chilecito,Consulta,Ministerio de Salud,¿Qué documentación necesito para acceder a medicación gratuita?,Baja,En proceso,Presencial
1700a909-6de2-45dd-beb1-4e9eeca899d3,2025-05-23,Sr(a). Paloma Ramos,47453761,pilarvaldez@example.com,+54 9 3333 4344,San Luis,Trámite,Ministerio de Obras Públicas,Necesito autorización para conexión de agua en mi propiedad.,Media,En proceso,Web
e767425a-2b49-4ec8-a984-ac810cec3b72,2025-03-24,Martín Santino Nicolas Castillo,31263927,ymoyano@example.com,+54 9 3245 8085,Corrientes,Trámite,ARBA,Quiero transferir la titularidad de un vehículo.,Alta,En proceso,Presencial
e5b238e3-ec17-4af0-bb8d-2624d0a37d05,2024-09-21,Sr(a). Benicio Herrera,94463295,gomezjuan-ignacio@example.net,+54 9 3702 1491,San Salvador de Jujuy,Queja,Ministerio de Seguridad,Los patrulleros no funcionan en la comisaría de San Ferando del Valle de Catamarca.,Alta,Pendiente,Web
062a1001-9ff7-4b62-bd6c-f6b145eb7a5a,2025-05-24,Giuliana Julieta Maidana Duarte,37436820,dmolina@example.org,+54 15 2583 4939,La Plata,Sugerencia,Ministerio de Educación,Deberían instalar wifi gratuito en todas las escuelas públicas.,Media,Pendiente,Presencial
53eadcac-adeb-49d2-930d-3536f36c6083,2024-11-01,Santino Nicolas Santino Gabriel Acuña,61865386,franciscagomez@example.net,+54 9 3312 3436,Chilecito,Queja,Ministerio de Seguridad,La comisaría 50 no atiende las 24 horas como debería.,Baja,En proceso,Presencial
916ce11c-9b31-4212-90ab-161ec6b83a23,2025-05-09,Josefina Chavez,86634398,juan-ignacio82@example.org,+54 9 3739 8113,Santiago del Estero,Sugerencia,Ministerio de Producción,Propongo crear un polo industrial en Santa Fe.,Baja,En proceso,Email
90cf8686-94d7-481e-b76b-ad5131d3927d,2025-01-18,Ciro Benjamin Gonzalez,47826577,santino01@example.com,+54 15 2282 9575,San Juan,Consulta,Ministerio de Producción,¿Cómo me inscribo como monotributista social?,Baja,Resuelta,Presencial
80e54f3c-5bc7-4eb8-b949-a2aac350eaac,2024-11-09,Kiara Bianca Romero,56009156,moralesjuan-pablo@example.com,+54 9 3603 8018,San Ferando del Valle de Catamarca,Trámite,Registro de Personas,Quiero inscribir el nacimiento de mi hijo.,Baja,Pendiente,Web
c296d92f-1435-47e3-8220-65aea3b76696,2025-01-28,Lola Thiago Gabriel Rios,29549159,maidanacamila@example.net,+54 9 3308 9605,Formosa,Trámite,Ministerio de Obras Públicas,Solicito permiso para obra en vía pública.,Alta,Pendiente,Teléfono
8a0fdb21-4218-4e63-b890-f0bd0f748a62,2025-02-16,Thiago Benjamin Juan Ignacio Gonzalez Fernandez,86629465,blancocamila@example.net,+54 9 3209 8800,La Rioja,Sugerencia,Ministerio de Producción,Deberían crear incubadoras de empresas tecnológicas.,Media,Resuelta,Teléfono
e60251a8-324d-49e8-8c80-e6dc9b47a630,2025-01-12,Tomàs Mateo Benjamin Campos Leiva,92246172,felipe65@example.net,+54 15 2392 4224,Viedma,Sugerencia,Ministerio de Seguridad,Deberían implementar botones antipánico en lugares públicos.,Baja,Resuelta,Teléfono
80eb4dfd-aa4e-4c62-ba80-64c2e802c571,2025-01-25,Pilar Joaquín Godoy Lopez,26871156,lopezian@example.org,+54 15 2952 8928,San Juan,Queja,Ministerio de Seguridad,Hay robos constantes en el barrio Barrio Cabrera de Santiago del Estero y no viene la policía.,Alta,Resuelta,Web
2085081c-31f6-4476-bcc4-5d2e2f9a4482,2024-09-25,Luciana Julian Torres,17523207,ccampos@example.net,+54 9 3352 2628,Rawson,Trámite,Ministerio de Salud,Solicito autorización para traslado médico interprovincial.,Baja,Resuelta,Email
80e2b7a2-6621-4f2c-8cb4-c02af28624f3,2025-02-10,Valentino Valentin Castillo Rios,89629571,gfernandez@example.com,+54 9 3380 4088,San Ferando del Valle de Catamarca,Sugerencia,Ministerio de Ambiente,Propongo más campañas de reciclaje en las escuelas.,Alta,Pendiente,Web
35726156-76fd-4d7c-990e-323092420934,2024-11-04,Miguel Angel Tomas Aguero Sosa,52497135,bautista01@example.net,+54 9 3314 1885,La Plata,Trámite,Ministerio de Educación,Quiero inscribirme en los cursos de capacitación docente.,Media,En proceso,Presencial
8f0ebf48-1a00-4864-9e54-13ca6e11cd03,2024-11-03,Martina Gomez Diaz,44391170,garciajuan-sebastian@example.org,+54 9 3291 3385,San Salvador de Jujuy,Consulta,ARBA,¿Dónde consulto el estado de cuenta de mis impuestos?,Baja,En proceso,Presencial
34213f10-dcc9-4535-952e-5951c2ec12b0,2024-08-14,Dr(a). Carmela Guzman,36202449,benjaminfernandez@example.com,+54 15 2681 9987,Chilecito,Sugerencia,Ministerio de Obras Públicas,Sería útil crear más ciclovías en Río Gallegos.,Alta,En proceso,Teléfono
b082bcf8-e602-48e1-9c2c-0e720b3a4776,2025-07-14,Dr(a). Bautista Correa,59591788,julietavaldez@example.org,+54 9 3938 5104,Posadas,Sugerencia,Registro de Personas,Sugiero turnos de tarde para personas que trabajan.,Baja,En proceso,Web
377cb347-2fc6-43c5-a5be-b411ee6db168,2025-05-03,Mora Gonzalez,19623805,ysosa@example.org,+54 15 2492 6796,Rawson,Sugerencia,Registro de Personas,Sería útil poder hacer algunos trámites de forma remota.,Media,En proceso,Teléfono
bb15bfc2-2b79-4dba-a6d5-14ff8ad967c6,2025-07-06,Morena Rodriguez Suarez,82444655,isuarez@example.com,+54 9 3934 7198,Bahía Blanca,Sugerencia,Registro de Personas,Propongo más oficinas de registro en el interior.,Baja,Pendiente,Teléfono
bf753ace-103a-4cf3-98db-5f8b20612ff2,2025-06-10,Valentina Jazmin Mansilla Mendoza,37553949,bautista95@example.net,+54 15 2477 9973,Neuquén,Consulta,Ministerio de Seguridad,¿Qué documentos necesito para tramitar el DNI?,Alta,Resuelta,Web
8984a8ff-1cfd-4bf8-bf88-9abccd16b821,2025-08-04,Julieta Ortiz Martinez,75712095,romerocandela@example.net,+54 15 2274 0223,La Rioja,Queja,Ministerio de Salud,Personal médico maltrata a los pacientes en Hospital Evita. Necesitan capacitación urgente.,Baja,Resuelta,Teléfono
7db939ab-5820-4ce1-af57-a66fedb92438,2025-01-13,Miguel Angel Benitez Caceres,49972176,benjaminferreyra@example.com,+54 15 2562 4990,La Plata,Queja,Registro de Personas,Perdieron mi expediente de cambio de domicilio.,Baja,Pendiente,Teléfono
86fc117f-dcd8-4d58-8854-2b22adf078b0,2024-11-13,Dr(a). Isabella Gonzalez,94748337,gabrielcardozo@example.com,+54 15 2777 9683,Posadas,Sugerencia,Ministerio de Educación,Propongo implementar educación sexual integral en todas las escuelas.,Media,En proceso,Presencial
eaf79e8a-53a0-4713-8551-c8ec18d7cee3,2025-03-21,Amparo Simon Moyano Nuñez,49356160,hguzman@example.org,+54 9 3920 1192,La Rioja,Sugerencia,Ministerio de Ambiente,Deberían instalar más puntos de reciclaje en la ciudad.,Baja,Pendiente,Presencial
e814aa45-9880-4130-b089-17156cbbc3a8,2025-05-27,Benjamin Thiago Nahuel Martinez,62876636,matias90@example.net,+54 15 2827 6527,San Salvador de Jujuy,Sugerencia,Ministerio de Producción,Sería útil simplificar los trámites para emprendedores.,Baja,Pendiente,Email
f57cec53-c5e3-403c-b98d-86e655883479,2024-11-10,Bautista Benjamin Duarte Lopez,43140948,emiliaponce@example.com,+54 15 2419 7172,Ushuaia,Queja,Ministerio de Salud,Demora excesiva en la atención en el hospital Hospital San Juan de Dios. Esperé 9 horas para ser atendido.,Baja,En proceso,Teléfono
0afa1700-a37f-4c5e-a56e-c67fe74d2e31,2024-09-10,Lara Nahuel Ramirez,22007150,martina82@example.net,+54 15 2612 2406,La Plata,Queja,Ministerio de Desarrollo Social,La tarjeta alimentaria no funciona en los comercios de La Plata.,Baja,Resuelta,Email
2ddce6d1-458d-4b06-9088-8c80a9b21970,2025-03-23,Juan Ignacio Lucero Fernandez,16390456,lautaroduarte@example.org,+54 9 3416 9630,Comodoro Rivadavia,Trámite,Ministerio de Salud,Solicito certificado de discapacidad para mi esposa.,Alta,Resuelta,Teléfono
35ec4b41-4de1-429f-a48f-d8f2f0e66dd2,2024-08-19,Lola Thiago Benjamin Perez,39796781,facundososa@example.net,+54 9 3824 9923,Merlo,Queja,Ministerio de Desarrollo Social,No recibí la ayuda social prometida hace 4 meses.,Baja,Pendiente,Web
6aeb0a5f-ebbb-4032-939c-c8a7f6291b8c,2025-01-03,Lisandro Gutierrez Garcia,92905529,abrilromero@example.com,+54 15 2826 7138,Resistencia,Trámite,Ministerio de Producción,Solicito habilitación comercial para mi negocio.,Media,En proceso,Email
b635b243-16bc-4234-bd0f-6bb91120cb16,2025-06-12,Valentina Molina Diaz,87014846,lopezbautista@example.net,+54 9 3405 6747,Santiago del Estero,Trámite,Registro de Personas,Solicito rectificación de datos en mi DNI.,Media,Resuelta,Web
c467b58b-d4fe-46a6-8f88-262f93a4911a,2024-10-09,Thiago Francesca Guzman,27217570,guillerminavargas@example.com,+54 9 3122 9821,San Ferando del Valle de Catamarca,Trámite,Registro de Personas,Quiero inscribir el nacimiento de mi hijo.,Media,Pendiente,Presencial
b860b661-1e32-4562-aa5f-fc83d136eaa1,2024-10-27,Ignacio Genaro Coronel,31883005,escobarlucas@example.org,+54 9 3395 3817,Salta,Queja,Ministerio de Educación,El transporte escolar no pasa por mi barrio en Constitución.,Media,En proceso,Email
5adabccb-533c-4c36-a9a3-fd7f180f03fa,2025-01-15,Antonella Francesco Bravo,73635170,ecarrizo@example.org,+54 9 3585 1808,San Ferando del Valle de Catamarca,Queja,Ministerio de Obras Públicas,La ruta 51 está en pésimo estado entre Comodoro Rivadavia y Córdoba.,Alta,Pendiente,Web
8c79ac3e-592b-40df-a173-19b5c8a2c85a,2024-08-17,Agustin Maximiliano Garcia Diaz,12710434,malena54@example.org,+54 15 2609 6529,Bahía Blanca,Sugerencia,ARBA,Sugiero descuentos mayores para pago anual anticipado.,Baja,Pendiente,Web
7e9bfa30-a43a-413e-877d-b3b0875ae20e,2024-12-23,Mateo Angel Gabriel Gonzalez Coronel,47549852,qramirez@example.org,+54 9 3434 7944,La Rioja,Consulta,Ministerio de Desarrollo Social,¿Dónde puedo inscribirme en los cursos de capacitación laboral?,Media,Resuelta,Presencial
9a0df0dc-2831-45e4-b603-0efc7290fa08,2025-07-29,Sr(a). Guadalupe Vargas,69607092,martinezjuan-ignacio@example.net,+54 9 3610 9223,Mar del Plata,Trámite,Registro de Personas,Quiero inscribir el nacimiento de mi hijo.,Baja,En proceso,Email
543d3161-afaf-45cf-91af-f89ec8dea7f9,2024-10-11,Mateo Benjamin Delfina Cruz Vazquez,42016834,mgarcia@example.net,+54 15 2388 3172,Rosario,Sugerencia,Ministerio de Seguridad,Sugiero crear una app para denuncias ciudadanas.,Media,Pendiente,Presencial
727c7587-7d93-4187-b525-fee756160fc3,2024-08-11,Delfina Rodriguez Sanchez,89386970,ucastro@example.net,+54 9 3754 6138,Mar del Plata,Queja,ARBA,"No puedo pagar los impuestos online, el sistema no funciona.",Media,Pendiente,Web
4ea83706-36ad-4e6f-b745-104bc7eb31e0,2024-11-27,Lorenzo Juan Ignacio Acosta Perez,40334638,jvaldez@example.net,+54 9 3162 2796,Río Gallegos,Sugerencia,Ministerio de Educación,Sugiero crear un programa de tutorías para estudiantes con dificultades.,Alta,Pendiente,Web
c7c545de-d720-4c5b-9e36-c086bc531d94,2024-09-04,Sr(a). Camila Velazquez,62393754,blancobianca@example.com,+54 9 3222 9742,Mendoza,Consulta,Ministerio de Educación,¿Cómo inscribo a mi hijo en el jardín de infantes de Posadas?,Media,En proceso,Teléfono
7ae56f7f-c99f-402c-a2be-1cd5bbacf04f,2025-03-05,Alma Valentina Lopez,95736721,pquiroga@example.org,+54 9 3158 2834,San Ferando del Valle de Catamarca,Trámite,Ministerio de Seguridad,Solicito certificado de antecedentes penales.,Alta,En proceso,Teléfono
e891089a-430d-4819-af62-eed1f5c626af,2024-10-01,Lautaro Gabriel Aguero,93854918,simoncastro@example.org,+54 9 3589 8836,San Luis,Sugerencia,Ministerio de Seguridad,Propongo más patrullajes nocturnos en Corrientes.,Baja,Resuelta,Teléfono
551c53b0-3e96-4874-8334-236696846192,2024-10-14,Dr(a). Felipe Mendoza,81230075,wcruz@example.com,+54 15 2447 1053,Constitución,Consulta,Ministerio de Producción,¿Cómo accedo a créditos para pymes?,Baja,Pendiente,Email
